validfromdate,validfromyearweek,validtodate,personid,portfolioid,iscorporatepersonyn,dateinstroomweek,dateinstroommaand,instroomjaarweek,instroompakket,birthyear,geslacht,type,enofyn,corporateid,birthday,subtype,code,name,aantalbetaaltransacties,aantalatmtransacties,aantalpostransacties,aantalfueltransacties,lasttransaceow,pakketcategorie_x,betalenyn,saldobetalen,depositoyn,saldodeposito,flexibelsparenyn,saldoflexibelsparen,kwartaalsparenyn,saldokwartaalsparen,saldototaal,saldolangetermijnsparen,aantaltegenrekeningenlaatsteq,aantalloginsapp,aantalloginsweb,lastactivityeow,pakketcategorie_y,overstapserviceyn,betaalalertsyn,roodstandyn,saldoregulatieyn,appyn,activitystatus,accountoverlays
2019-02-02,201905,,a01509b6726bbe447736cb7a0d7509d3d27eca2c,ba04ac567579be3ec41163de6abde994eb0b76ae,0,2019-02-10,2019-02-28,201906.0,Zakelijk,1991.0,Vrouw,Corporate Portfolio,0.0,025e1ddb22cbdb2497b5bf8e190a9af0fc4e174d,2019-02-01 00:00:00.000000,Eenmanszaak,93299.0,93299 - Overige recreatie n.e.g.(geen jachthavens),37.0,0.0,2.0,0.0,2020-12-27,Zakelijk pakket,1.0,849.57,0.0,0.0,1.0,24387.41,0.0,0.0,25236.98,0.0,12.0,14.0,2.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2020-12-11,202050,,36c5270331cd35d9334a89af347261584cea9fa0,2d811c14cb0efe0915bcc8dee4bb0e78842634da,0,2020-12-13,,202050.0,Zakelijk,1963.0,Vrouw,Corporate Portfolio,0.0,18f66fab685b47b1e34094230ad7968b8cc18d39,2020-11-23 00:00:00.000000,Besloten Vennootschap,6630.0,6630 - * Vermogensbeheer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-11,201932,,2df2402c007d04ea0c453be2abb96ae2f242fa54,8187440f4765307b7dc5f799c4659b07483f2d94,0,2019-08-18,2019-08-31,201933.0,Plus,1980.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-03,202049,,521ad92652a313cc9b249cf3f1708759f8cc0aba,dc71834bb667500cf4c8cdbb7a2da2e895c14e6b,0,2020-12-06,,202049.0,Zakelijk,1976.0,Vrouw,Corporate Portfolio,0.0,2f03513f0aeaca006847cdaf3bb9a558aff9f270,2020-11-11 00:00:00.000000,Eenmanszaak,85599.0,"85599 - Studiebegeleiding, vorming en onderwijs n.e.g.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,202042,,f932981a3bfcebfac7706a09ada0d166f600f4d4,62527d82d7d1b032da84598f69cbfe62402e9df2,0,2020-10-18,2020-10-31,202042.0,Plus,1985.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04,202023,,43841a8e560b6e62cd95f8fcae6e8befd0714104,2d5f777e81204b774177ed785c3d07a5fd51958c,0,2020-06-07,2020-06-30,202023.0,Zakelijk,1965.0,Vrouw,Corporate Portfolio,0.0,b5ef43a6ee812e3019a4744bd98a9117b112cb2a,2020-06-01 00:00:00.000000,Eenmanszaak,69102.0,69102 - Rechtskundige adviesbureaus,87.0,6.0,98.0,0.0,2020-12-27,Zakelijk pakket,1.0,995.17,0.0,0.0,1.0,0.22,0.0,0.0,995.39,0.0,8.0,0.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2020-04-10,202015,,88010c78a1a4068b1e683693664a4ac8519f482e,612d072e15a583e9baa6463a66ee7e9dec366f52,0,2020-04-12,2020-04-30,202015.0,Zakelijk,1994.0,Vrouw,Corporate Portfolio,0.0,b2aab21a51227e8aab505a17f30366143fcc3944,2020-04-10 00:00:00.000000,Eenmanszaak,2562.0,2562 - Algemene metaalbewerking,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2020-03-05,202010,,770e70ec553553ef09003fee11cd921fad043b54,407490ce58713c08527f0a2615d86df47054d0b3,0,2020-03-08,2020-03-31,202010.0,Zakelijk,1998.0,Man,Corporate Portfolio,0.0,85948920978acd78f5ae4e36ff38dc78430290ef,2020-03-03 00:00:00.000000,Eenmanszaak,4332.0,4332 - Bouwtimmeren,82.0,0.0,24.0,8.0,2020-12-27,Zakelijk pakket,1.0,8708.31,0.0,0.0,0.0,0.0,0.0,0.0,8708.31,0.0,29.0,16.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2018-03-12,201811,,de30edde3109c1d1e08a87d9545b42ee4902d64e,371382755f9dfd3c94c31a2dfe2704b72b83a717,0,2018-03-18,2018-03-31,201811.0,Zakelijk,1980.0,Vrouw,Corporate Portfolio,0.0,fc3f1a15438ef28fdad90c10aa25db4fbaf1f544,2018-02-01 00:00:00.000000,Eenmanszaak,96022.0,"96022 - Schoonheidsverzorging, visagie, pedicures en manicures",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26,201939,,482f464e996ebb9695fd89af77dabc8425aabfcc,cc1c6fbb98c2c26e52244dafc93b5589dd727320,0,2019-09-29,2019-09-30,201939.0,Zakelijk,1985.0,Man,Corporate Portfolio,0.0,b873e20660aef621b639c62b91a56a88cdb71929,2019-08-05 00:00:00.000000,Eenmanszaak,88103.0,88103 - Ondersteuning en begeleiding van gehandicapten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-27,201830,,58d178488a48c69ee461a8d8d0060f8f0343d7a5,f0ae5892238135f70ba404c1148c7a1ba333e750,0,2018-08-05,2018-07-31,201831.0,Plus,1963.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-31,201831,,a533d80ed6790e97406195050ce545b509354d05,bb8b66aae1f9d93225e72c1fe62488d98431811f,0,2018-08-05,2018-08-31,201831.0,Zakelijk,1990.0,Man(nen) en vrouw(en),Corporate Portfolio,0.0,607007955e1097311bc64b4dcdde2b8dfdaea7ac,2015-11-01 00:00:00.000000,Vennootschap onder firma,47999.0,47999 - * Detailhandel via overige distributievormen,134.0,0.0,50.0,2.0,2020-12-27,Zakelijk pakket,1.0,300.97,0.0,0.0,1.0,4300.02,0.0,0.0,4600.99,0.0,34.0,140.0,2.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2018-07-15,201828,,2a41a23c7cf36447cb6eb8fb52427c7ab20eec17,a4b9f4c556154fdffcb474486c2ec51cc635ccf1,0,2018-07-15,2018-07-31,201828.0,Plus,1984.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-19,202047,,6dedc02d6ff9c014d7b5cdeaf63af49f384020b5,4a7dfa30ddc291ecdf04bc1bf34f59d4794a70f8,0,2020-11-22,2020-11-30,202047.0,Zakelijk,1979.0,Man,Corporate Portfolio,0.0,4ec2ed37f092eb0011ff88b8e7cc7244d8300352,2020-11-18 00:00:00.000000,Eenmanszaak,7311.0,7311 - Reclamebureaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2019-08-01,201931,,4e30b39530b2ee7c9f9901f355fb05d48b7ad648,00f482811260242420e4a2f603b755324ae4ec73,0,2019-08-04,2019-08-31,201931.0,Zakelijk,1969.0,Vrouw,Corporate Portfolio,0.0,2cedd9e94f31671b2e3f82ea4d3e5ca659707bb3,2018-01-15 00:00:00.000000,Eenmanszaak,9524.0,9524 - Reparatie en stoffering van meubels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-10,201906,,b84a4baeac55d8336d97198d5deab04a1cc63a1c,628090066f17b0127611088b03bb91c6b13dded9,0,2019-02-17,2019-02-28,201907.0,Zakelijk,1960.0,Man(nen) en vrouw(en),Corporate Portfolio,0.0,ead05d926630791893c79358c46502891e3e9825,2001-01-31 00:00:00.000000,Besloten Vennootschap,6420.0,6420 - *Financiële holdings,3.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,99898.57,0.0,0.0,0.0,0.0,0.0,0.0,99898.57,0.0,0.0,12.0,1.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,1.0,
2018-06-05,201823,,6f889375db3c714edb2663b0fca261a681845706,fa6213c74dad60ae78e9b4cc776e94817b72820c,0,2018-06-10,2018-06-30,201823.0,Zakelijk,1979.0,Man,Corporate Portfolio,0.0,b3754845d1d242de59c66e229d76be9290177b6a,2018-01-01 00:00:00.000000,Eenmanszaak,90012.0,90012 - Producenten van podiumkunst,9.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,6.02,0.0,2.0,25.0,4.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2017-10-17,201742,,f64632a33b977580868255d04dffecf07ad02ddc,0e8c769ecc19f61b1d09b8d9e4f87296e13b5ff8,0,2017-10-22,2017-10-31,201742.0,Zakelijk,1979.0,Man,Corporate Portfolio,0.0,172e478828cb07d946d92b08810d6b5fbbf44784,2017-05-23 00:00:00.000000,Eenmanszaak,6201.0,"6201 - Ontwikkelen, produceren en uitgeven van software",3.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,8709.02,0.0,0.0,0.0,0.0,0.0,0.0,8709.02,0.0,0.0,9.0,1.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,1.0,
2020-09-07,202037,,18a813657f5c8cef11cc54d2818b9c631f8e0b21,c49a589b5e45feaf8df689c3508ecd7fd2c27821,0,2020-09-13,2020-09-30,202037.0,Zakelijk,1996.0,Vrouw,Corporate Portfolio,0.0,39d0832578a5a56811c68b52bc678cef6c6ea2be,2020-08-31 00:00:00.000000,Eenmanszaak,47912.0,47912 - * Detailhandel via internet in consumentenelektronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-30,201848,,31b62035bce7ff871f0461a13bfd8a76c7377eeb,3add5d28dcc332a6316e458c5cd1205a9582eae0,0,2018-12-23,2018-12-31,201851.0,Zakelijk,1977.0,Vrouw,Corporate Portfolio,0.0,94e5901349574e753461af79ae1d4514663c5e16,2018-12-01 00:00:00.000000,Eenmanszaak,69202.0,69202 - Accountants-administratieconsulenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,202028,,43221f824d7bf2b08ce3ed9d1520ea0049708dc2,525b38029d29718a0c0f5e5567894736d652726a,0,2020-07-12,2020-07-31,202028.0,Zakelijk,1979.0,Man,Corporate Portfolio,0.0,c3b0cfe74ba10cce5a4aaaff832536312c4927da,2015-05-04 00:00:00.000000,Eenmanszaak,66193.0,"66193 - * Hypotheek- en kredietbemiddeling, geldwisselkantoren, bank- en spaaragentschappen e.d.",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2020-09-01,202036,,e415b3ae8d5840b076fb7de6cb3efb06e91f5cfc,ed5fdc5c0e32b61ac245003b078d820ef6d4fd28,0,2020-09-06,2020-09-30,202036.0,Zakelijk,1994.0,Man,Corporate Portfolio,0.0,ce5409a78fe9672931ae7ea1752d6ff59f17638d,2020-08-31 00:00:00.000000,Eenmanszaak,74201.0,74201 - Fotografie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,201813,,96d676f8763df3fe20612f2cdff8ba6fa1f43eed,4d6080c86d5b04ea72b65558fe873c44b26a3f8c,0,2018-06-10,2018-06-30,201823.0,Plus,1973.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-21,202025,,8ec2999d85b6ce5c334614ff81ee121d9b5d759a,7126c8d098da4be2341db74ef552abca319bf0b3,0,2020-06-21,2020-06-30,202025.0,Plus,1996.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,201813,,680609fd6c236b719436335e15f68d8c0ea7bebe,f5c62a9ee7ad118dcbc072468db84925789cf451,0,2018-04-08,2018-04-30,201814.0,Plus,1974.0,Vrouwen,Private Portfolio,1.0,,,,,,104.0,2.0,62.0,0.0,2020-12-27,Particulier Betalend,1.0,1593.38,0.0,0.0,0.0,0.0,0.0,0.0,1593.38,0.0,16.0,216.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,0.0,1.0,3.0,
2020-04-21,202017,,93b5a0835c6afc04fd360111ed6ef911b8e27654,f07962485d387bee26d48bbc80a23d8ac9e02a55,0,2020-04-26,2020-04-30,202017.0,Zakelijk,1987.0,Vrouw,Corporate Portfolio,0.0,97281a07a7bf7787378b9776cc3342618be80082,2019-11-01 00:00:00.000000,Eenmanszaak,85599.0,"85599 - Studiebegeleiding, vorming en onderwijs n.e.g.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-06,201836,,3a304960d84fa19dd815661d933ca46157b5b55f,c7936db35e8743fdb4f0fe178fd1e9185c99818b,0,2018-09-09,2018-09-30,201836.0,Zakelijk,1992.0,Mannen,Corporate Portfolio,0.0,46edc084feb65baa755138096369e4acfcbf9c16,2012-06-06 00:00:00.000000,Vennootschap onder firma,47918.0,47918 - Detailhandel via internet in overige non-food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,202025,,6759e654ba96208629db623636366ac0bfed65ad,ab2d511473e7d89bef43af3279a80b0c3a2e7134,0,2020-06-21,2020-06-30,202025.0,Zakelijk,1993.0,Vrouw,Corporate Portfolio,0.0,deecdab5327e4fafe7b5316780c89dbb7b340140,2020-06-01 00:00:00.000000,Eenmanszaak,47915.0,47915 - Detailhandel via internet in huis- en tuinartikelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,202023,,28bee20f2ac88e86e2feac651b9911a08d942e57,ba1d499faa898e06f763857703ff8542f5459a13,0,2020-06-07,2020-06-30,202023.0,Zakelijk,1988.0,Man,Corporate Portfolio,0.0,96fb3d9c755145a2ebca88e6dff658cbe2bad0cb,2018-10-02 00:00:00.000000,Besloten Vennootschap,4120.0,4120 - * Algemene burgerlijke en utiliteitsbouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,201908,,0220376bca068577effb540cc284444c91189b35,07e006069630afb809d51bd0fe384778dd51360d,0,2019-02-24,2019-02-28,201908.0,Zakelijk,1965.0,Vrouw,Corporate Portfolio,0.0,9a072c582e388cee5558221a68bb7a2a9c855494,2019-01-01 00:00:00.000000,Eenmanszaak,7490.0,7490 - Overige specialistische zakelijke dienstverlening  ,42.0,0.0,10.0,0.0,2020-12-27,Zakelijk pakket,1.0,8378.12,0.0,0.0,0.0,0.0,0.0,0.0,8378.12,0.0,19.0,3.0,22.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2020-08-20,202034,,0fb249e68537597209e67f3ae97da29a57f3947b,dc903021a92672f325c02343bda9efddac7bd491,0,2020-08-23,2020-08-31,202034.0,Plus,1998.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,202039,,a169190e232f2206eaa4a9a68a637643cfe724d0,04478dd175e0b870d6014d302b88f72acabce605,0,2020-09-27,2020-09-30,202039.0,Plus,1985.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,202031,,7ef8e751f5c8d13cdf89fd3956d0ae7e767dae06,bdc74b3c882e6af8cfce88436606c235ebaa0f00,0,2020-08-02,2020-07-31,202031.0,Plus,1974.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,201910,,2df2402c007d04ea0c453be2abb96ae2f242fa54,550632329a47d66c891464fa6dd6822e1f503bce,0,2019-03-17,2019-03-31,201911.0,Zakelijk,1980.0,Man(nen) en vrouw(en),Corporate Portfolio,0.0,76e8692e71ca874fc094254872832f918e958ee2,2011-04-01 00:00:00.000000,Vennootschap onder firma,7021.0,7021 - Public relationsbureaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-19,201929,,533b73924734ac18585192dc017956339d5697cb,de4bc1104130cd52b842c264c5c63c4bdbac2811,0,2019-08-04,2019-07-31,201931.0,Zakelijk,1992.0,Mannen,Corporate Portfolio,0.0,fc4ebad4b40cc200d6113bd5ab3c439c7ba4a407,2019-07-19 00:00:00.000000,Vennootschap onder firma,47919.0,47919 - Detailhandel via internet in een algemeen assortiment non-food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-28,201830,,c4e7cc031ac035d857fdfebc010a28854bd9eb41,3df6bc81becb1a4c32368fe5a00cf4a198d96fc0,0,2018-09-23,2018-09-30,201838.0,Plus,1979.0,Mannen,Private Portfolio,1.0,,,,,,16.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,4182.36,0.0,0.0,0.0,0.0,0.0,0.0,4182.36,0.0,6.0,188.0,9.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,3.0,
2020-05-07,202019,,6b3e1f20c7271ecfcba12a6f9912ea4e0cd8f78b,37dbddb73d5505a801f67bf64dd1a55076306760,0,2020-05-10,2020-05-31,202019.0,Plus,1994.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,201801,,62a3dacb02eebc0e290d3ccdb8e1bcae34855b09,bf6aff3f2b4dec82d8aa3288c36090e666709932,0,2018-01-07,2018-01-31,201801.0,Zakelijk,1988.0,Vrouw,Corporate Portfolio,0.0,65d96e541cf489490352cf8f1ceba676bb77d96c,2018-01-02 00:00:00.000000,Eenmanszaak,7490.0,7490 - Overige specialistische zakelijke dienstverlening  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,201801,,add6b2bb580dfae510e80ea7974a4618b54fa4ad,50c63ae16bfa2f5a9733ad6a7fd302d7d379184e,0,2018-01-14,2018-01-31,201802.0,Zakelijk,1970.0,Man,Corporate Portfolio,0.0,9b818367fe43ce4f9b6736813206679c9d1ba767,2018-01-01 00:00:00.000000,Eenmanszaak,70221.0,70221 - Organisatie-adviesbureaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2020-05-06,202019,,b6c53636b10f9ad668fbfbdc00d4d8212148047b,3cb1955f40ccfc898c1c8c49e6600fc6ba591c06,0,2020-05-10,2020-05-31,202019.0,Zakelijk,1974.0,Vrouw,Corporate Portfolio,0.0,dcf28ae584643c21e55a6c6cc30fc893d5263994,2016-02-01 00:00:00.000000,Eenmanszaak,86919.0,86919 - Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers,68.0,0.0,8.0,14.0,2020-12-27,Zakelijk pakket,1.0,251.56,0.0,0.0,1.0,792.9,0.0,0.0,1044.46,0.0,20.0,14.0,4.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2020-10-30,202044,,0c04ce053be39a0f6ea249cc7c568200b76faa56,1dd7218b277e5f0304cd308ea2ce4f0cfe05cc37,0,2020-11-08,2020-11-30,202045.0,Plus,1985.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-18,201851,,47355ad192b440ef28dae8d496666e4eda079233,5222ecbf76e75f2d53cb0a2dcfb469275e21101a,0,2018-12-23,2018-12-31,201851.0,Zakelijk,1988.0,Vrouw,Corporate Portfolio,0.0,efb55108c20d84363a9ef3326d473f476f10e419,2018-11-07 00:00:00.000000,Eenmanszaak,93125.0,93125 - Paardensport en maneges,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2019-01-22,201904,,576912b9f96b9a8274a7a8f96543d4a8878ee3c1,b99cf3aece58217f1b4eedb71bd7142c1f992064,0,2019-01-27,2019-01-31,201904.0,Zakelijk,1979.0,Vrouwen,Corporate Portfolio,0.0,a9f812cd5e18b4ebc514286d4ad85181ba381055,2019-01-15 00:00:00.000000,Vennootschap onder firma,88999.0,"88999 - Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn",,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2019-02-28,201909,,03bbb8a16e8d679130f9f5a752f817506e936c1b,3adeb2d49b2ba0b26e7aecbd96f16ce7a3498f84,0,2019-03-03,2019-02-28,201909.0,Plus,1979.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,202042,,7fc8f3fbc4996c427a3848005aff84730bd6afe3,470978b4370651c7e954206f07cf259a61df33d8,0,2020-10-18,2020-10-31,202042.0,Plus,1993.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13,202046,,0caa4a5f95f655603778ca4315d0661f7e60d27e,60ab2c5d2cf51af300086e9628c12523f34b197d,0,2020-11-15,2020-11-30,202046.0,Zakelijk,1984.0,Vrouw,Corporate Portfolio,0.0,08d5bdf03a72dac68940277bbbe589427dbeb447,2020-11-06 00:00:00.000000,Eenmanszaak,85599.0,"85599 - Studiebegeleiding, vorming en onderwijs n.e.g.",7.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,1883.58,0.0,0.0,0.0,0.0,0.0,0.0,1883.58,0.0,6.0,,,,,,,,,,,
2019-11-09,201945,,b610f00ef18e378a3c75b00191ee985fa41e450b,4212b864338ef3b6ae949a63617a5a77cd5b36e3,0,2019-11-10,2019-11-30,201945.0,Zakelijk,1992.0,Man,Corporate Portfolio,0.0,580761bd881ed50b1e7d07e55cc74eabf5842368,2014-04-18 00:00:00.000000,Eenmanszaak,90011.0,90011 - Beoefening van podiumkunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05,201918,,6d69cb5212218438e7884042f38bc3a2affa1371,f3689d2d03630b9e2f2ca86720f6ef3ff67090b6,0,2020-10-04,2020-10-31,202040.0,Plus,1986.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05,201918,,6d69cb5212218438e7884042f38bc3a2affa1371,39a032ad1da572c090704c06c321e97ce9c46e4c,0,2019-05-12,2019-05-31,201919.0,Zakelijk,1986.0,Vrouw,Corporate Portfolio,0.0,d124a4f642ed59b9391a57a073f10153b0b12c0e,2013-08-02 00:00:00.000000,Eenmanszaak,96021.0,96021 - Haarverzorging,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2019-07-26,201930,,1c3cda7bf8f13a37540bd9592f08666b0edf6e9e,0123c8cb537b28255fb2d3d816d03d9084a14cf2,0,2019-08-04,2019-07-31,201931.0,Plus,1992.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,202022,,4eca96df07b072385dbb0131ee4e21d2fd5ae170,e794775ba98c52fe77f3994e7a3004ff1920e8c9,0,2020-05-31,2020-05-31,202022.0,Zakelijk,1992.0,Man,Corporate Portfolio,0.0,d2d2b51285a281d857c8231060be4ed4cd02555a,2020-06-01 00:00:00.000000,Eenmanszaak,8010.0,8010 - Particuliere beveiliging ,3.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,0.0,1.0,
2018-03-23,201812,,28c040825eb669e0334373b77fb95fa2cbd3c195,c81746d720ee4cf74c5fc5015997b2e5add6f025,0,2018-04-15,2018-04-30,201815.0,Zakelijk,1964.0,Man(nen) en vrouw(en),Corporate Portfolio,0.0,0b551bc758194c005d75673943d5a3d5fa589d96,2018-03-18 00:00:00.000000,Besloten vennootschap,4120.0,4120 - * Algemene burgerlijke en utiliteitsbouw,9.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,19289.03,0.0,0.0,0.0,0.0,0.0,0.0,19289.03,0.0,5.0,67.0,5.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,3.0,
2018-01-03,201801,,50995e7fb8569e931113170f781771163f421fd2,9d247b8591102f030bafc1d62ceaadb28fee4e45,0,2018-01-07,2018-01-31,201801.0,Zakelijk,1981.0,Vrouw,Corporate Portfolio,0.0,e19e5d8cd93d377bac26477a407f6b2a43a362e7,2016-09-20 00:00:00.000000,Eenmanszaak,5621.0,5621 - Eventcatering,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,202011,,3cf7220d988c1d9e1f0d38e88f0007f86f9b3e76,03e1694c2c9d752bb2d2bb281bdf790ff6a7e0f6,0,2020-03-15,2020-03-31,202011.0,Zakelijk,1976.0,Vrouw,Corporate Portfolio,0.0,a77a6c1ecb9991e8c8447693c16a95f2bd18252c,2020-03-01 00:00:00.000000,Eenmanszaak,6202.0,6202 - Advisering op het gebied van informatietechnologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,202039,,c6ccee7c8939167d43064a37f21a40a62678a5fc,9303a568d48b15f1eed0a9f1bf890949e754cf4d,0,2020-09-27,2020-09-30,202039.0,Plus,2001.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-23,201830,,6c21e061724376cd155cb259e667a7449cf28ccc,842d67fe71e1cd2cbf8832ba06bff4f574f5eb66,0,2018-07-29,2018-07-31,201830.0,Plus,1964.0,Man,Private Portfolio,0.0,,,,,,8.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,418.68,0.0,0.0,1.0,1514.92,0.0,0.0,1933.6,0.0,2.0,9.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,2.0,
2019-10-03,201940,,af37edd608ff833c8b4b655acb2e6ade3d26a898,cfa6dbf6b280a4b29d4b2a6ef5d3a00ec6d141d4,0,2019-10-06,2019-10-31,201940.0,Plus,2001.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-08,202045,,aa5436c7c6d451f7d9012ff8e92e26c794fa6ab4,af7ca12dad9940264014220599b74c5d57aaaee9,0,2020-11-08,2020-11-30,202045.0,Plus,1997.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-27,202048,,10f79c900a0281f6abda3e3cca25b1e5db31a6a6,5705d1d553d015f4d9cced3d4a8e5071f2324402,0,2020-11-29,2020-11-30,202048.0,Zakelijk,1984.0,Man,Corporate Portfolio,0.0,81f43f60797de943943db766fe25babd73f9b693,2020-09-02 00:00:00.000000,Eenmanszaak,47919.0,47919 - Detailhandel via internet in een algemeen assortiment non-food,8.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,45.57,0.0,0.0,0.0,0.0,0.0,0.0,45.57,0.0,6.0,,,,,,,,,,,
2019-05-02,201918,,1625ed9efd31fc7828af9fe7ae0d22bd9dc40b90,8e6bcb16558cef5a9a2863426b8a0a6be517b967,0,2019-05-12,2019-05-31,201919.0,Zakelijk,1983.0,Man(nen) en vrouw(en),Corporate Portfolio,0.0,dda72a715d72328ecafa94734b128be5038dc6d0,2019-05-01 00:00:00.000000,Maatschap,86919.0,86919 - Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
