valid_from_dateeow,valid_to_dateeow,personid,age_hh,hh_child,hh_size,income,educat4,housetype,finergy_tp,lfase,business_x,huidigewaarde_klasse,business_y,aantaltegenrekeningenlaatsteq_business,aantalloginsapp_business,aantalloginsweb_business,activitystatus_business,accountoverlay,retail,aantaltegenrekeningenlaatsteq_retail,aantalloginsapp_retail,aantalloginsweb_retail,activitystatus_retail,joint,aantaltegenrekeningenlaatsteq_joint,aantalloginsapp_joint,aantalloginsweb_joint,activitystatus_joint,portofliocountstotal,birthyear,geslacht
2016-04-10,,2b535fc677579115912caa6659c29a0ca15c4a7f,4.0,2.0,4.0,5.0,4.0,5.0,B04,2.0,1.0,6.0,,,,,,,,,,,,1.0,1.0,52.0,0.0,2.0,2,1978.0,Man(nen) en vrouw(en)
2020-05-03,,ecd3020abb848bc453524c95a0ebbce17d0e8b27,7.0,2.0,4.0,5.0,3.0,2.0,F16,4.0,1.0,6.0,,,,,,,,,,,,,,,,,1,,
2018-01-28,,55943140cd2f5467161e37ff18c97a382f563870,6.0,9.0,11.0,3.0,3.0,3.0,F17,6.0,1.0,3.0,,,,,,,,,,,,1.0,34.0,332.0,0.0,4.0,2,1977.0,Man(nen) en vrouw(en)
2020-08-02,,02a81e40951d6dd1d5640655707a32696aa2d05c,4.0,2.0,4.0,4.0,3.0,3.0,F17,2.0,1.0,5.0,,,,,,,,,,,,1.0,52.0,321.0,0.0,4.0,2,1986.0,Man(nen) en vrouw(en)
2019-06-02,,418a88aab54a23e960fd0ea8c903835d734c9b11,12.0,9.0,11.0,5.0,4.0,1.0,D12,8.0,1.0,9.0,,,,,,,,,,,,1.0,,,,,2,1954.0,Man(nen) en vrouw(en)
2020-10-11,,62ec583df3808f062857bb0e2a5f90733200e0df,2.0,1.0,2.0,3.0,3.0,3.0,F18,2.0,1.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1987.0,Man
2019-10-20,,2beb82ec781fcc9d8eb58b2d8033ee1057d08411,8.0,3.0,5.0,3.0,2.0,2.0,I26,5.0,1.0,4.0,,,,,,,,,,,,,,,,,1,,
2018-12-16,,f27601cc765289d617c10ec4974d6e41c1d50da6,5.0,3.0,5.0,5.0,3.0,2.0,B04,4.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,2,1974.0,Man
2018-03-11,,7c006ca6a537b7019c84a938e1d39351ccaa1633,7.0,9.0,11.0,5.0,4.0,1.0,C07,7.0,2.0,9.0,,,,,,,,,,,,,,,,,2,,
2019-04-07,,91fdd99fdb830391ff6f88201ac08050a46da17c,5.0,1.0,2.0,1.0,2.0,5.0,H23,3.0,1.0,1.0,1.0,3.0,9.0,0.0,3.0,,,,,,,,,,,,2,1987.0,Man
2017-11-26,,a7bc297b6df7f73f238223016be32e967464936b,3.0,9.0,10.0,2.0,2.0,3.0,I26,1.0,2.0,6.0,1.0,,,,,1.0,,,,,,,,,,,2,1989.0,Man
2017-08-27,,1c08aa1de74baadabfc8ac4181cdb08acb824f1b,8.0,9.0,10.0,3.0,2.0,2.0,C09,7.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2017-01-08,,70d542d6d18b5cb538bf52e61a9d346adf16fff9,12.0,9.0,11.0,5.0,4.0,3.0,A01,8.0,1.0,9.0,,,,,,,1.0,,,,,,,,,,1,1941.0,Vrouw
2019-12-29,,ae19838c3661a38e18a39bbad5599fa49201ed1b,7.0,2.0,4.0,5.0,2.0,3.0,C06,5.0,1.0,7.0,,,,,,,,,,,,1.0,,,,,2,1983.0,Man(nen) en vrouw(en)
2017-09-17,,8d961cf91748b884f369e2432af36845baa3c6c6,7.0,1.0,3.0,4.0,2.0,2.0,C06,5.0,2.0,4.0,1.0,11.0,100.0,0.0,4.0,,1.0,31.0,100.0,0.0,4.0,,,,,,2,1962.0,Man
2018-07-22,,581b8987170bca7376fe3374c2f08299a3ed65b1,7.0,2.0,4.0,5.0,3.0,2.0,C06,5.0,1.0,6.0,1.0,17.0,317.0,0.0,4.0,,,,,,,,,,,,2,1972.0,Vrouwen
2016-11-20,,d11f95c5550b00ae3d391b4e7c0a733ff8561df3,3.0,1.0,3.0,5.0,4.0,1.0,D10,2.0,2.0,10.0,1.0,61.0,119.0,12.0,4.0,,,,,,,,,,,,2,1957.0,Man(nen) en vrouw(en)
2018-08-19,,cfe198c3b95f420db291b5ec25eff82fb4b9ee1e,9.0,2.0,4.0,5.0,4.0,2.0,C09,5.0,2.0,8.0,,,,,,,,,,,,,,,,,2,,
2014-09-21,,b325655cebe73a22ac56434a767205f1d87def5f,7.0,9.0,10.0,3.0,2.0,2.0,C09,7.0,1.0,4.0,,,,,,,,,,,,1.0,,,,,2,1963.0,Man(nen) en vrouw(en)
2020-08-09,,6d4771386f0995b8d9580e1948429affd96e8656,10.0,9.0,11.0,5.0,4.0,1.0,E14,8.0,1.0,6.0,1.0,3.0,,,,,,,,,,,,,,,2,1951.0,Man
2017-04-09,,6d7034a4336fffa051a487ef0fb8aebdcfa47246,11.0,9.0,11.0,4.0,4.0,3.0,E15,8.0,2.0,4.0,,,,,,,,,,,,,,,,,1,,
2020-11-22,,6dedc02d6ff9c014d7b5cdeaf63af49f384020b5,4.0,2.0,4.0,4.0,4.0,4.0,B04,3.0,2.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1979.0,Man
2020-07-19,,3cb11cb132c09dddfb6d0937db740b0a474411c2,2.0,9.0,10.0,3.0,3.0,1.0,C07,1.0,1.0,6.0,1.0,,,,,,1.0,,,,,,,,,,2,1989.0,Vrouw
2020-12-27,,ad48767bf084730c505e4996f98c1adad540fa32,10.0,9.0,11.0,5.0,3.0,2.0,D13,8.0,1.0,6.0,,,,,,,,,,,,1.0,2.0,244.0,8.0,2.0,2,1960.0,Man(nen) en vrouw(en)
2017-10-08,,fcf24a9ca0cb0c279c3d7b03912c44ffce9ca056,8.0,1.0,3.0,5.0,3.0,2.0,C06,5.0,1.0,7.0,1.0,0.0,7.0,0.0,2.0,1.0,,,,,,1.0,0.0,7.0,0.0,2.0,3,1963.0,Man(nen) en vrouw(en)
2020-05-10,,b6c53636b10f9ad668fbfbdc00d4d8212148047b,10.0,9.0,10.0,1.0,1.0,3.0,I26,8.0,2.0,3.0,1.0,20.0,14.0,4.0,4.0,,,,,,,,,,,,2,1974.0,Vrouw
2018-04-08,,acf98cbc11059a96206ec69565c08a0b5afa1ce1,2.0,1.0,2.0,5.0,4.0,1.0,F19,2.0,1.0,9.0,,,,,,,,,,,,,,,,,2,,
2020-07-26,,ebcc428b197c520ec267d4085f64c478262ee591,4.0,3.0,4.0,5.0,3.0,4.0,B04,3.0,1.0,7.0,,,,,,,,,,,,1.0,,,,,2,1985.0,Man(nen) en vrouw(en)
2015-01-18,,1d5d4bd1a89ece1ffecf2f14c90b2f722e07b568,10.0,9.0,11.0,4.0,2.0,1.0,C09,8.0,1.0,6.0,,,,,,,1.0,,,,,1.0,,,,,2,1952.0,Vrouw
2015-01-18,,1d5d4bd1a89ece1ffecf2f14c90b2f722e07b568,10.0,9.0,11.0,4.0,2.0,1.0,C09,8.0,1.0,6.0,,,,,,,1.0,,,,,1.0,,,,,2,1952.0,Man(nen) en vrouw(en)
2019-06-09,,49c14b7c40196bce1c496f3394e1894a59737c6e,3.0,9.0,10.0,3.0,3.0,4.0,I25,1.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2020-06-28,,7ec8a2971286e4a698f47d4b00a9f2a0327758c1,4.0,2.0,3.0,3.0,2.0,5.0,G21,4.0,2.0,7.0,1.0,16.0,150.0,0.0,4.0,,,,,,,,,,,,2,1974.0,Man
2018-04-01,,128bbe4bb5c8da325351cb367e1afd45027e1105,7.0,2.0,4.0,5.0,4.0,1.0,F19,5.0,2.0,10.0,1.0,,,,,,,,,,,,,,,,2,1965.0,Man(nen) en vrouw(en)
2020-01-26,,6b0379ebb03eb70e7fce4908f03ba3a5b24d7e9e,10.0,9.0,10.0,3.0,2.0,4.0,F18,8.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2019-02-24,,af842038f595a1399d8598db99135c53ec8ae1db,,,,,,,Z99,,4.0,0.0,,,,,,,,,,,,1.0,,,,,2,1953.0,Man(nen) en vrouw(en)
2015-09-20,,81cc2360fd6f25957e48556ec647e36b6899fc1d,2.0,9.0,11.0,5.0,3.0,1.0,A01,1.0,1.0,9.0,,,,,,,,,,,,1.0,73.0,202.0,0.0,4.0,2,1977.0,Man(nen) en vrouw(en)
2016-01-03,,8ba2d48e1b545d8df7eb24d5fbd0eed96f2abd6f,10.0,9.0,11.0,5.0,3.0,1.0,A03,8.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2014-05-04,,4008ba3a8538240787006be8a899c770f7f1085c,8.0,2.0,4.0,5.0,2.0,4.0,C09,5.0,1.0,5.0,,,,,,,,,,,,,,,,,1,,
2014-10-12,,f1c56bbf83aa178378ee348a28267771eb200000,10.0,1.0,3.0,3.0,3.0,4.0,F17,5.0,1.0,5.0,,,,,,,1.0,,,,,,,,,,1,1953.0,Man
2017-01-01,,cc63fdea04333c6221e2a6e5ccbac1df9065a5b4,8.0,1.0,3.0,5.0,4.0,2.0,A01,5.0,1.0,8.0,,,,,,,1.0,,,,,,,,,,1,1965.0,Man
2016-02-28,,8c0f74e069043880303a9a1a4eff37c24a44975e,13.0,9.0,11.0,5.0,3.0,3.0,A03,8.0,1.0,8.0,,,,,,,1.0,,,,,,,,,,1,1932.0,Man
2017-06-11,,eb3563eda88eb930f6b7aa0cc1bc81e149b091d0,5.0,9.0,11.0,5.0,4.0,4.0,B04,6.0,2.0,8.0,1.0,9.0,10.0,2.0,4.0,1.0,,,,,,,,,,,6,1972.0,Mannen
2019-08-11,,a06ba53d600c91ffd800135b08767060f6da9fa4,4.0,9.0,10.0,3.0,4.0,5.0,G22,6.0,1.0,5.0,,,,,,,1.0,,,,,,,,,,1,1985.0,Man
2020-09-27,,a169190e232f2206eaa4a9a68a637643cfe724d0,3.0,1.0,3.0,3.0,2.0,4.0,F18,2.0,1.0,3.0,,,,,,,,,,,,1.0,,,,,2,1985.0,Man(nen) en vrouw(en)
2019-03-03,,99054e40dd82c7e90a420c3d1e9f27fb4000a61d,8.0,9.0,11.0,2.0,2.0,4.0,I25,7.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1993.0,Man
2016-03-20,,8f6b9d5f6026a8cd9fd1fbe0b2f487f30594d623,7.0,2.0,4.0,5.0,2.0,4.0,C06,4.0,1.0,5.0,,,,,,,1.0,,,,,,,,,,1,1966.0,Man
2017-05-14,,e856e16c628e274369d448a5fa01c6f952eccbd9,2.0,9.0,10.0,1.0,3.0,5.0,G22,1.0,1.0,8.0,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,2,1992.0,Vrouw
2018-04-15,,3b968fbcf5c5e6883d9c92ac824a3f330858a918,6.0,2.0,4.0,3.0,2.0,4.0,C08,5.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,1,2000.0,Man
2020-02-09,,0559700e5cf97c7d9c831d87f74c9e9c533579d2,7.0,1.0,3.0,1.0,1.0,5.0,G21,3.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2015-01-04,,2fc9bfdb5f9f993df14d8e1308f54c42aa92e551,9.0,9.0,11.0,5.0,3.0,5.0,F17,7.0,1.0,7.0,,,,,,,,,,,,1.0,1.0,18.0,8.0,1.0,2,1953.0,Man(nen) en vrouw(en)
2017-10-01,,8f8de3b43dcf930973632cd9fc3571b7b2a894c8,6.0,3.0,5.0,5.0,2.0,4.0,C08,4.0,1.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1969.0,Man
2019-07-28,,a3dd05a031eecfdb22c6405c6354ef1c84567210,7.0,1.0,3.0,3.0,2.0,5.0,G21,5.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1966.0,Vrouw
2020-03-22,,e320286b7e4fc194a2cca8a385d4157219f69683,5.0,3.0,5.0,5.0,3.0,3.0,C06,4.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1978.0,Vrouw
2015-12-27,,feaa000d4a3ce310834bc3044cde97fcbd31ee07,8.0,9.0,11.0,5.0,2.0,1.0,F17,7.0,2.0,6.0,1.0,13.0,40.0,0.0,4.0,,,,,,,,,,,,2,1962.0,Vrouw
2020-06-28,,0cdf5436944aa528a30d6d960b627fdaec7efde6,4.0,3.0,5.0,4.0,3.0,4.0,F16,4.0,1.0,5.0,,,,,,,1.0,,,,,,,,,,1,1982.0,Man
2015-07-19,,9eabefdea35add1f08399b33dcdb9af5d0a2d332,11.0,9.0,11.0,5.0,4.0,3.0,D13,8.0,1.0,7.0,,,,,,,,,,,,1.0,30.0,149.0,1.0,4.0,2,1946.0,Man(nen) en vrouw(en)
2018-11-18,,4962c23963ff65c9a8dee346ffca1394bf3f9a8d,4.0,1.0,3.0,5.0,4.0,4.0,B04,2.0,1.0,6.0,2.0,23.0,757.0,6.0,4.0,,,,,,,,,,,,3,1954.0,Man(nen) en vrouw(en)
2018-11-18,,4962c23963ff65c9a8dee346ffca1394bf3f9a8d,4.0,1.0,3.0,5.0,4.0,4.0,B04,2.0,1.0,6.0,2.0,23.0,757.0,6.0,4.0,,,,,,,,,,,,3,1973.0,Man(nen) en vrouw(en)
2019-04-21,,b6cf00a3983981270692581bfa7e1de6431f528c,5.0,3.0,5.0,5.0,4.0,4.0,B04,3.0,1.0,9.0,1.0,23.0,45.0,0.0,4.0,,,,,,,,,,,,2,1976.0,Vrouwen
2014-10-26,,89c6dc7f45a9aedbdd4397db06b52bf5086d09c2,10.0,9.0,10.0,2.0,1.0,3.0,D11,8.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,17.0,0.0,2.0,2,1987.0,Man(nen) en vrouw(en)
2015-04-05,,caefbbfeea7f54aac34a6e35e9ccb9cc0a32ed61,2.0,3.0,5.0,3.0,3.0,4.0,B04,2.0,2.0,5.0,,,,,,,,,,,,1.0,62.0,239.0,0.0,4.0,3,1987.0,Man(nen) en vrouw(en)
2019-03-17,,ec6bcfc1f2f356d01c75daedb45c7e70cfa25ed6,6.0,9.0,10.0,1.0,1.0,5.0,G21,6.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2016-01-10,,990060741e3718f8ec5bd7f989779eeee5101a5e,7.0,9.0,11.0,4.0,2.0,1.0,C07,7.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2016-06-05,,870d8ca10a13a988a605d7ffed721247e4ba1f96,7.0,2.0,4.0,2.0,2.0,4.0,C08,4.0,2.0,2.0,,,,,,,,,,,,,,,,,2,,
2019-07-21,,ef3b4a033d0497d0d54391d88484be9f5e925e7b,10.0,1.0,3.0,5.0,3.0,2.0,D12,4.0,1.0,8.0,,,,,,,,,,,,,,,,,2,,
2019-07-21,,e390b4fa11f07f48402b889fda96579af3299f04,7.0,2.0,4.0,5.0,3.0,2.0,C08,5.0,1.0,8.0,1.0,16.0,170.0,1.0,4.0,1.0,,,,,,1.0,4.0,179.0,1.0,3.0,3,1968.0,Man(nen) en vrouw(en)
2019-07-21,,e390b4fa11f07f48402b889fda96579af3299f04,7.0,2.0,4.0,5.0,3.0,2.0,C08,5.0,1.0,8.0,1.0,16.0,170.0,1.0,4.0,1.0,,,,,,1.0,4.0,179.0,1.0,3.0,3,1968.0,Vrouw
2020-11-29,,36c5270331cd35d9334a89af347261584cea9fa0,8.0,1.0,3.0,5.0,2.0,4.0,B05,5.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,2,1963.0,Vrouw
2018-01-21,,4996e741909773bc94add3fcd4e2dc02fb025930,2.0,9.0,11.0,3.0,3.0,5.0,G22,1.0,1.0,3.0,,,,,,,,,,,,,,,,,1,,
2014-09-21,,abf09f1707b3ea6806dbf1b69f558a58761e6990,1.0,9.0,10.0,3.0,3.0,5.0,E15,1.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2020-10-18,,09a9ff0ad197a733102d0be21ab33141e0fd8f90,,,,,,,Z99,,6.0,0.0,1.0,,,,,,,,,,,,,,,,2,1971.0,Man
2020-10-18,,1693d0aea040d9626cb2349233b12783394c7169,3.0,9.0,10.0,2.0,2.0,5.0,I25,1.0,1.0,2.0,,,,,,,,,,,,,,,,,2,,
2015-10-04,,a48cbb33c2d58b447c4c51d6a3bd38bee0a7a387,7.0,2.0,4.0,1.0,1.0,5.0,H23,5.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2014-04-13,,8a9754a2b3ecc0126b5d04fdd843c5b9daca491e,6.0,9.0,11.0,1.0,1.0,5.0,I26,6.0,1.0,3.0,,,,,,,,,,,,,,,,,1,,
2019-09-29,,61eb8a0595f778e63eaddc43ee8b8285f9abe31e,2.0,1.0,3.0,3.0,3.0,4.0,F17,2.0,2.0,6.0,,,,,,,1.0,,,,,,,,,,1,1984.0,Man
2016-01-31,,a22f08ad93626a436982314a7b61135c040c3a3e,9.0,1.0,3.0,5.0,3.0,1.0,A03,4.0,1.0,9.0,,,,,,,,,,,,,,,,,1,,
2017-10-15,,d489fd4085eae550753dfcc3f143f3a63ea8aad2,8.0,9.0,10.0,3.0,3.0,5.0,G22,7.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1959.0,Man
2017-10-15,,6dc6d985dad949e92c14c67499b273bedfb30551,12.0,9.0,11.0,1.0,1.0,5.0,J27,8.0,1.0,2.0,,,,,,,,,,,,,,,,,2,,
2018-06-17,,c8d3350b913a739d555641731e1f06324caca064,6.0,2.0,4.0,3.0,2.0,1.0,E14,5.0,2.0,5.0,,,,,,,1.0,13.0,103.0,0.0,3.0,1.0,33.0,314.0,6.0,4.0,2,1981.0,Vrouw
2018-06-17,,c8d3350b913a739d555641731e1f06324caca064,6.0,2.0,4.0,3.0,2.0,1.0,E14,5.0,2.0,5.0,,,,,,,1.0,13.0,103.0,0.0,3.0,1.0,33.0,314.0,6.0,4.0,2,1981.0,Vrouwen
2019-08-25,,eb9b2e1eb5a710aeffa7c4f02f9cfd2efaaf4333,3.0,9.0,10.0,2.0,3.0,5.0,G22,1.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,1,1976.0,Man
2020-04-05,,5f41bad250556eb152b3c50a9276270e18977ad8,3.0,9.0,11.0,4.0,3.0,2.0,F17,1.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,2,1986.0,Vrouw
2020-07-12,,7368949ebd237b5848914be643f41686a51f65bb,6.0,2.0,4.0,2.0,2.0,2.0,F16,5.0,2.0,3.0,1.0,10.0,37.0,0.0,4.0,,,,,,,,,,,,2,1971.0,Vrouw
2018-01-07,,add6b2bb580dfae510e80ea7974a4618b54fa4ad,8.0,2.0,4.0,5.0,2.0,4.0,F16,5.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,,,,2,1970.0,Man
2016-06-26,,66670c3027588adfea57a114382e26ddbaa246f8,,,,,,,Z99,,3.0,0.0,2.0,206.0,1143.0,151.0,4.0,,,,,,,,,,,,3,1958.0,Mannen
2016-06-26,,66670c3027588adfea57a114382e26ddbaa246f8,,,,,,,Z99,,3.0,0.0,2.0,206.0,1143.0,151.0,4.0,,,,,,,,,,,,3,1971.0,Mannen
2020-04-26,,2f52b3186882166ffb937efcbe3d064ed3ac6a63,10.0,1.0,2.0,4.0,2.0,4.0,D11,5.0,1.0,4.0,1.0,20.0,142.0,0.0,4.0,1.0,,,,,,,,,,,2,1988.0,Vrouw
2014-05-25,,dab06dc576762846daf506b15c0bbd5eda205e73,7.0,2.0,4.0,4.0,3.0,4.0,F16,4.0,2.0,5.0,1.0,12.0,0.0,2.0,4.0,1.0,,,,,,,,,,,2,1967.0,Man
2020-02-09,,621eeb4d3b9586af59f09523300669e1bef2ca7b,3.0,1.0,3.0,5.0,4.0,4.0,B04,2.0,1.0,6.0,1.0,,,,,1.0,,,,,,,,,,,2,1986.0,Man
2016-03-06,,87062a361d6ffd4d8d7844abab005fb900c8ff58,6.0,2.0,4.0,5.0,3.0,2.0,A01,3.0,1.0,7.0,,,,,,,1.0,,,,,,,,,,2,1972.0,Man
2015-04-26,,ede31e9a5db2ba6ba7e4c352a1ccda8afecec715,8.0,1.0,3.0,4.0,3.0,1.0,C06,3.0,2.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1963.0,Man
2016-07-10,,59d704aed057653b7eee7d9ae82575cf31e313ac,11.0,9.0,11.0,2.0,1.0,5.0,J30,8.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2019-01-27,,576912b9f96b9a8274a7a8f96543d4a8878ee3c1,7.0,2.0,4.0,5.0,2.0,4.0,C06,4.0,1.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1979.0,Vrouwen
2017-11-12,,fd24aa19300c5e5f352669b2cdbb98c3fef5b229,8.0,1.0,3.0,5.0,4.0,3.0,A01,5.0,2.0,8.0,1.0,42.0,97.0,3.0,4.0,,,,,,,,,,,,2,1957.0,Man(nen) en vrouw(en)
2020-08-09,,e4e32b7622133940b40ec879db3520a44d344dcd,3.0,1.0,3.0,5.0,4.0,1.0,C07,2.0,1.0,8.0,,,,,,,,,,,,1.0,3.0,3.0,0.0,3.0,2,1983.0,Man(nen) en vrouw(en)
2020-11-22,,6ee92501df94fef45ad8e553a7d583e7099afc5d,,,,,,,Z99,,5.0,0.0,1.0,,,,,1.0,,,,,,,,,,,2,1998.0,Man
2015-01-04,,5b65a0abd6903fea31b6999391c5015b02a1d072,10.0,9.0,11.0,5.0,3.0,2.0,C09,8.0,2.0,6.0,,,,,,,,,,,,,,,,,2,,
2019-03-24,,a5c843b5e5ba5f3e2a5d54db962045eb030664be,9.0,2.0,4.0,5.0,3.0,2.0,A01,5.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,2,1995.0,Man
2015-07-19,,5cb3bddea5e0fe315cff18cb97c2e361e17ac96a,9.0,1.0,3.0,5.0,4.0,1.0,C07,4.0,2.0,9.0,,,,,,,,,,,,,,,,,1,,
2019-03-17,,bb7a5964f55e138543a05499837be546cefd90bd,6.0,2.0,3.0,5.0,2.0,2.0,D11,5.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2012-12-09,,abf36830cdf2e02b7ad3070df79b60a40f7a6682,10.0,9.0,11.0,3.0,3.0,1.0,E14,8.0,2.0,5.0,,,,,,,,,,,,1.0,75.0,249.0,4.0,4.0,2,1948.0,Man(nen) en vrouw(en)
2020-04-05,,3b8ea9396a93953690b1b76930af9f40a5df89ce,7.0,9.0,10.0,2.0,2.0,4.0,F17,7.0,1.0,2.0,,,,,,,1.0,20.0,94.0,0.0,4.0,,,,,,1,1979.0,Man
2014-06-22,,602a24a65f2d4c0d408a1837cd539d91b2fb5411,3.0,9.0,11.0,3.0,3.0,3.0,F17,1.0,1.0,5.0,,,,,,,,,,,,1.0,,,,,2,1984.0,Man(nen) en vrouw(en)
2019-09-08,,32a4367baab3ed90d8bc6351aee27510f1ab374d,3.0,2.0,3.0,4.0,3.0,4.0,B04,3.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2018-08-19,,dce78d95b911709e4764ce54b7419e967e4b1665,2.0,9.0,11.0,4.0,4.0,5.0,G22,1.0,1.0,5.0,1.0,11.0,42.0,2.0,4.0,,,,,,,,,,,,2,1968.0,Man
2019-03-31,,b1a1dfef15ca3b0ce9a4157dc4500f6abb4e4e36,9.0,2.0,3.0,3.0,2.0,4.0,J27,4.0,1.0,4.0,,,,,,,,,,,,,,,,,1,,
2017-06-25,,99811cc0064ec5e36418f9d79b92f85a2bd0e436,4.0,2.0,3.0,3.0,3.0,2.0,F16,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1981.0,Man(nen) en vrouw(en)
2018-10-28,,c6bc8a5d24d681ab104039df35d5ed012d191d20,4.0,2.0,4.0,5.0,3.0,2.0,B04,3.0,1.0,8.0,,,,,,,,,,,,,,,,,2,,
2016-10-16,,46ebdfc6d24f71dc6c35223b5ca8fc3a122b78b7,8.0,2.0,4.0,5.0,2.0,3.0,C06,5.0,1.0,6.0,1.0,2.0,3.0,0.0,1.0,,,,,,,,,,,,2,1973.0,Mannen
2015-01-04,,57d1cf89b5d7ae5108f3aaa5bedfadcb46e1afa7,9.0,9.0,11.0,5.0,3.0,2.0,B05,7.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2018-06-10,,f90cdb87dc0f25a40b932c3756217f87a127374a,5.0,2.0,4.0,5.0,4.0,1.0,A01,3.0,1.0,9.0,1.0,29.0,90.0,0.0,4.0,1.0,,,,,,,,,,,2,1974.0,Vrouw
2016-02-07,,6311e58e1b58620f16b27ddb0408bca6f7146ea4,5.0,1.0,3.0,5.0,4.0,2.0,A01,2.0,2.0,9.0,2.0,,,,,,,,,,,,,,,,3,1975.0,Man
2014-09-14,,3a1134110f183c9485dcea3a4eba6790dcfee8f2,5.0,2.0,4.0,5.0,4.0,4.0,A01,5.0,2.0,9.0,,,,,,,1.0,,,,,,,,,,1,1978.0,Man
2019-07-14,,d21dbcd7648196690e75d7ec288fa60cd275522a,6.0,9.0,11.0,3.0,2.0,4.0,F17,6.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,2,1996.0,Vrouw
2020-07-05,,85ad0259bb783eb10c143df69b207c45ddd88b9f,3.0,9.0,10.0,3.0,4.0,5.0,J30,1.0,2.0,3.0,,,,,,,,,,,,,,,,,2,,
2016-01-03,,2b1ce55232c0adba3e8f2870e58c59d5bf0ce076,7.0,1.0,2.0,3.0,2.0,4.0,F18,5.0,1.0,1.0,,,,,,,,,,,,,,,,,1,,
2018-04-08,,359611ce7d9acf726f618d08b8ed9e9234855446,2.0,9.0,10.0,2.0,3.0,5.0,A03,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2018-07-08,,0aca3c13c8fb5651b56aa8d804cf284f51356745,5.0,9.0,10.0,3.0,2.0,2.0,F16,6.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2020-11-08,,715e93261c85a516e1c6b6a44ffacb9e387c0e4a,13.0,9.0,11.0,3.0,3.0,1.0,D13,8.0,1.0,8.0,,,,,,,1.0,,,,,,,,,,1,1972.0,Man
2018-01-07,,62a3dacb02eebc0e290d3ccdb8e1bcae34855b09,8.0,1.0,3.0,5.0,4.0,4.0,F17,5.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,2,1988.0,Vrouw
2016-07-31,,288d1696586eff8a4cde5526b6a297ce20df6fa7,6.0,9.0,11.0,5.0,4.0,2.0,G22,6.0,2.0,5.0,1.0,12.0,5.0,8.0,4.0,,,,,,,,,,,,2,1966.0,Vrouw
2015-01-11,,04b274896b49a1f65a5746357b32eb3265b72fb1,5.0,9.0,10.0,3.0,4.0,5.0,D13,6.0,2.0,3.0,,,,,,,1.0,,,,,,,,,,1,1955.0,Man
2018-03-18,,b64252b0ee0982f2b7b34783d69c695bba4d38e3,3.0,2.0,3.0,1.0,1.0,5.0,G21,4.0,1.0,1.0,,,,,,,,,,,,,,,,,1,,
2020-04-12,,9502a3d2be6ac88843475c4599ea071e0b3cce09,8.0,1.0,3.0,3.0,2.0,4.0,I25,5.0,2.0,5.0,1.0,3.0,5.0,0.0,3.0,,,,,,,,,,,,2,1996.0,Vrouw
2020-08-09,,d69a1eb2266eecd9c8865442dd8c8df19c7e2648,7.0,1.0,3.0,5.0,3.0,3.0,C06,5.0,1.0,8.0,,,,,,,,,,,,1.0,37.0,506.0,1.0,4.0,2,1959.0,Man(nen) en vrouw(en)
2015-01-04,,19ee926590a5b5d9bc1d77776f87dc7f9d8d70b6,9.0,9.0,11.0,5.0,3.0,1.0,D12,7.0,2.0,7.0,1.0,,,,,,,,,,,1.0,,,,,3,1956.0,Vrouw
